========================================
General Configuration:
	Wighting: MoDo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoDo Configuration:
	weighting: MoDo
	gamma_modo: 0.1
	rho_modo: 0.1
	modo_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 1.4479 0.6584 | 0.6743 0.8879 | 0.6515 0.8858 | Time: 117.7087 | VAL: 1.0265 0.7790 | 0.1701 0.9888 | 0.1708 0.9799 | Time: 2.5409 | TEST: 1.0081 0.7761 | 0.2242 0.9590 | 0.1714 0.9833 | Time: 2.8704
Epoch: 0001 | TRAIN: 0.2700 0.9468 | 0.0193 1.0000 | 0.0219 1.0000 | Time: 118.6207 | VAL: 0.8536 0.8062 | 0.0781 1.0000 | 0.1320 0.9799 | Time: 2.4178 | TEST: 0.8189 0.7983 | 0.1574 0.9672 | 0.1336 0.9833 | Time: 2.8808
Epoch: 0002 | TRAIN: 0.0834 0.9877 | 0.0099 1.0000 | 0.0107 1.0000 | Time: 118.2075 | VAL: 0.8386 0.7645 | 0.0932 0.9888 | 0.1362 0.9799 | Time: 2.5473 | TEST: 0.7980 0.8120 | 0.1607 0.9590 | 0.1338 0.9722 | Time: 3.1611
Epoch: 0003 | TRAIN: 0.0963 0.9829 | 0.0074 1.0000 | 0.0083 1.0000 | Time: 118.2666 | VAL: 0.8076 0.7953 | 0.0482 1.0000 | 0.1215 0.9799 | Time: 2.4357 | TEST: 0.8143 0.7949 | 0.1382 0.9672 | 0.1213 0.9611 | Time: 2.8460
Epoch: 0004 | TRAIN: 0.1201 0.9684 | 0.0088 0.9994 | 0.0136 0.9985 | Time: 121.9152 | VAL: 1.4318 0.6377 | 0.2063 0.9551 | 0.4054 0.8859 | Time: 2.7971 | TEST: 1.3673 0.6581 | 0.2284 0.9426 | 0.3633 0.8944 | Time: 3.2035
Epoch: 0005 | TRAIN: 0.0907 0.9832 | 0.0099 0.9994 | 0.0138 0.9976 | Time: 122.4995 | VAL: 1.0074 0.7337 | 0.2187 0.9551 | 0.2227 0.9329 | Time: 2.4906 | TEST: 1.0037 0.7470 | 0.1638 0.9590 | 0.2941 0.9167 | Time: 3.0154
Epoch: 0006 | TRAIN: 0.7497 0.7864 | 0.0445 0.9904 | 0.0595 0.9889 | Time: 122.4752 | VAL: 1.8321 0.4946 | 0.2465 0.9326 | 0.1149 0.9664 | Time: 2.5725 | TEST: 1.6673 0.5316 | 0.2414 0.9344 | 0.2373 0.9500 | Time: 3.0318
Epoch: 0007 | TRAIN: 1.1746 0.6689 | 0.0233 0.9946 | 0.0255 0.9955 | Time: 122.2455 | VAL: 1.4811 0.6268 | 0.1590 0.9438 | 0.1798 0.9597 | Time: 2.6588 | TEST: 1.4166 0.6171 | 0.1271 0.9672 | 0.1814 0.9444 | Time: 2.9531
Epoch: 0008 | TRAIN: 0.4042 0.8885 | 0.0038 0.9997 | 0.0036 1.0000 | Time: 122.9938 | VAL: 1.0509 0.7337 | 0.0421 1.0000 | 0.1001 0.9732 | Time: 2.5988 | TEST: 0.9545 0.7504 | 0.0466 1.0000 | 0.1133 0.9722 | Time: 3.1515
Epoch: 0009 | TRAIN: 0.0906 0.9727 | 0.0016 1.0000 | 0.0017 1.0000 | Time: 122.4562 | VAL: 1.0465 0.7482 | 0.1053 0.9663 | 0.1126 0.9799 | Time: 2.5742 | TEST: 0.9374 0.7863 | 0.0740 0.9836 | 0.1308 0.9722 | Time: 2.9820
Epoch: 0010 | TRAIN: 0.1227 0.9651 | 0.0018 1.0000 | 0.0026 1.0000 | Time: 122.2812 | VAL: 1.0514 0.7717 | 0.0517 1.0000 | 0.1502 0.9732 | Time: 2.5867 | TEST: 0.9308 0.7709 | 0.1309 0.9672 | 0.1261 0.9611 | Time: 3.0465
Epoch: 0011 | TRAIN: 0.0696 0.9826 | 0.0015 1.0000 | 0.0019 1.0000 | Time: 121.9947 | VAL: 1.0695 0.7699 | 0.0664 0.9888 | 0.1013 0.9866 | Time: 2.5811 | TEST: 0.9976 0.7607 | 0.1076 0.9754 | 0.1080 0.9778 | Time: 2.9388
Epoch: 0012 | TRAIN: 0.0702 0.9790 | 0.0018 1.0000 | 0.0021 1.0000 | Time: 121.9238 | VAL: 1.2270 0.7428 | 0.0472 0.9888 | 0.1454 0.9597 | Time: 2.5242 | TEST: 1.2445 0.7179 | 0.1661 0.9508 | 0.2330 0.9333 | Time: 3.0660
Epoch: 0013 | TRAIN: 0.0913 0.9757 | 0.0019 1.0000 | 0.0033 1.0000 | Time: 122.6887 | VAL: 1.0976 0.7536 | 0.1076 0.9663 | 0.2097 0.9463 | Time: 2.4554 | TEST: 1.0491 0.7590 | 0.0965 0.9672 | 0.2146 0.9389 | Time: 2.9563
