========================================
General Configuration:
	Wighting: ITL
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
ITL Configuration:
	weighting: ITL
	task_idx: 0
Optimizer Configuration:
	optim: adam
	lr: 0.0001
	weight_decay: 1e-07
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 2.3321 0.4543 | 3.6190 0.0349 | 3.5773 0.0397 | Time: 28.2283 | VAL: 1.3452 0.7283 | 3.5966 0.0562 | 3.5064 0.0403 | Time: 2.3502 | TEST: 1.3397 0.7419 | 3.5523 0.0656 | 3.4889 0.0389 | Time: 2.8373
Epoch: 0001 | TRAIN: 1.0643 0.8071 | 3.6266 0.0355 | 3.5494 0.0469 | Time: 27.7722 | VAL: 0.8965 0.8134 | 3.5622 0.0225 | 3.4742 0.0268 | Time: 2.3879 | TEST: 0.9107 0.8085 | 3.5306 0.0574 | 3.4787 0.0278 | Time: 2.8517
Epoch: 0002 | TRAIN: 0.6294 0.9105 | 3.6107 0.0312 | 3.5888 0.0409 | Time: 27.6235 | VAL: 0.7410 0.8442 | 3.5298 0.0337 | 3.4795 0.0336 | Time: 2.3837 | TEST: 0.7605 0.8325 | 3.5082 0.0574 | 3.4703 0.0500 | Time: 2.8591
Epoch: 0003 | TRAIN: 0.3738 0.9712 | 3.5724 0.0421 | 3.5540 0.0475 | Time: 27.7000 | VAL: 0.6663 0.8496 | 3.5248 0.0562 | 3.4923 0.0537 | Time: 2.3640 | TEST: 0.6923 0.8376 | 3.5013 0.0656 | 3.4892 0.0556 | Time: 2.8255
Epoch: 0004 | TRAIN: 0.2280 0.9904 | 3.5798 0.0421 | 3.5651 0.0415 | Time: 27.5346 | VAL: 0.6179 0.8587 | 3.5162 0.0225 | 3.5023 0.0537 | Time: 2.4101 | TEST: 0.6316 0.8547 | 3.5071 0.0738 | 3.4995 0.0389 | Time: 2.8865
Epoch: 0005 | TRAIN: 0.1363 0.9988 | 3.5583 0.0331 | 3.5779 0.0457 | Time: 27.4109 | VAL: 0.6165 0.8533 | 3.5085 0.0449 | 3.5007 0.0537 | Time: 2.3978 | TEST: 0.6245 0.8513 | 3.4900 0.0656 | 3.4967 0.0556 | Time: 2.8565
Epoch: 0006 | TRAIN: 0.0953 1.0000 | 3.5381 0.0355 | 3.5443 0.0583 | Time: 27.3513 | VAL: 0.5829 0.8623 | 3.5132 0.0449 | 3.4822 0.0604 | Time: 2.3547 | TEST: 0.6033 0.8479 | 3.4939 0.0656 | 3.4820 0.0667 | Time: 2.8091
Epoch: 0007 | TRAIN: 0.0731 1.0000 | 3.5512 0.0282 | 3.5625 0.0409 | Time: 27.5256 | VAL: 0.5757 0.8605 | 3.5097 0.0337 | 3.4849 0.0604 | Time: 2.3476 | TEST: 0.5870 0.8513 | 3.4873 0.0410 | 3.4876 0.0611 | Time: 2.8175
Epoch: 0008 | TRAIN: 0.0535 1.0000 | 3.5472 0.0355 | 3.5379 0.0511 | Time: 27.5051 | VAL: 0.5766 0.8623 | 3.4993 0.0449 | 3.4789 0.0604 | Time: 2.4000 | TEST: 0.5853 0.8547 | 3.4824 0.0574 | 3.4786 0.0556 | Time: 2.8754
Epoch: 0009 | TRAIN: 0.0470 1.0000 | 3.5351 0.0288 | 3.5468 0.0469 | Time: 27.4501 | VAL: 0.5599 0.8605 | 3.5013 0.0449 | 3.4776 0.0604 | Time: 2.4009 | TEST: 0.5739 0.8530 | 3.4863 0.0246 | 3.4758 0.0500 | Time: 2.8613
Epoch: 0010 | TRAIN: 0.0412 1.0000 | 3.5295 0.0391 | 3.5374 0.0445 | Time: 27.2137 | VAL: 0.5618 0.8587 | 3.4988 0.0449 | 3.4788 0.0604 | Time: 2.4399 | TEST: 0.5710 0.8564 | 3.4844 0.0246 | 3.4808 0.0556 | Time: 2.8835
Epoch: 0011 | TRAIN: 0.0356 1.0000 | 3.5273 0.0409 | 3.5561 0.0457 | Time: 27.4760 | VAL: 0.5526 0.8641 | 3.4944 0.0449 | 3.4703 0.0671 | Time: 2.3719 | TEST: 0.5627 0.8615 | 3.4744 0.0164 | 3.4687 0.0556 | Time: 2.8076
